"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetid","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetid","","","",1,1,"","","","string {[]} {[]}
","boendeenhetid","boendeenhetid","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetid",1,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetadress","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetadress","","","",1,1,"","","","string {[]} {[]}
","boendeenhetadress","boendeenhetadress","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetadress",1,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetpostnummer","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetpostnummer","","","",1,1,"","","","string {[]} {[]}
","boendeenhetpostnummer","boendeenhetpostnummer","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetpostnummer",1,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetpostort","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetpostort","","","",1,1,"","","","string {[]} {[]}
","boendeenhetpostort","boendeenhetpostort","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetpostort",1,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetavdelning","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetavdelning","","","",0,1,"","","","string {[]} {[]}
","boendeenhetavdelning","boendeenhetavdelning","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.boendeenhetavdelning",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.arbetsplatskod","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.arbetsplatskod","","","",1,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.arbetsplatskod",1,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.dosmottagareid","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.dosmottagareid","","","",0,1,"","","","string {[]} {[]}
","dosmottagareid","dosmottagareid","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.dosmottagareid",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.dosmottagarenamn","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.dosmottagarenamn","","","",0,1,"","","","string {[]} {[]}
","dosmottagarenamn","dosmottagarenamn","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation.dosmottagarenamn",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation","","","",1,1,"","","","BackboneElement {[]} {[]}
","Kontaktinformation","Kontaktinformation","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.id","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.extension","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.modifierExtension","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.PALforskrivarkod","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.PALforskrivarkod","","","",0,1,"","","","string {[]} {[]}
","PALforskrivarkod","PALforskrivarkod","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.PALforskrivarkod",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.PALfornamn","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.PALfornamn","","","",0,1,"","","","string {[]} {[]}
","PALfornamn","PALfornamn","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.PALfornamn",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.PALefternamn","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.PALefternamn","","","",0,1,"","","","string {[]} {[]}
","PALefternamn","PALefternamn","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.PALefternamn",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.anhorigkontaktnamn","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.anhorigkontaktnamn","","","",0,1,"","","","string {[]} {[]}
","anhorigkontaktnamn","anhorigkontaktnamn","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.anhorigkontaktnamn",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.anhorigkontaktemail","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.anhorigkontaktemail","","","",0,1,"","","","string {[]} {[]}
","anhorigkontaktemail","anhorigkontaktemail","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.anhorigkontaktemail",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktnamn","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktnamn","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontaktnamn","ansvarigkontaktnamn","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktnamn",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktemail","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktemail","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontaktemail","ansvarigkontaktemail","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktemail",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktadress","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktadress","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontaktadress","ansvarigkontaktadress","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktadress",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktpostnummer","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktpostnummer","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontaktpostnummer","ansvarigkontaktpostnummer","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktpostnummer",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktpostort","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktpostort","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontaktpostort","ansvarigkontaktpostort","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontaktpostort",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontakttelefon1","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontakttelefon1","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontakttelefon1","ansvarigkontakttelefon1","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontakttelefon1",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontakttelefon2","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontakttelefon2","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontakttelefon2","ansvarigkontakttelefon2","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.ansvarigkontakttelefon2",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.vardandeenhetid","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.vardandeenhetid","","","",0,1,"","","","string {[]} {[]}
","vardandeenhetid","vardandeenhetid","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.vardandeenhetid",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.vardandeenhetnamn","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.vardandeenhetnamn","","","",0,1,"","","","string {[]} {[]}
","vardandeenhetnamn","vardandeenhetnamn","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.vardandeenhetnamn",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.vardandeenhetpostort","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.vardandeenhetpostort","","","",0,1,"","","","string {[]} {[]}
","vardandeenhetpostort","vardandeenhetpostort","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.vardandeenhetpostort",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.vardandeenhetpostnummer","uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.vardandeenhetpostnummer","","","",0,1,"","","","string {[]} {[]}
","vardandeenhetpostnummer","vardandeenhetpostnummer","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Kontaktinformation.vardandeenhetpostnummer",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation","","","",0,1,"","","","BackboneElement {[]} {[]}
","Betalningsinformation","Betalningsinformation","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.id","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.extension","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.modifierExtension","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.form","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.form","","","",0,1,"","","","string {[]} {[]}
","form","form","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.form",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.information","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.information","","","",0,1,"","","","string {[]} {[]}
","information","information","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.information",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigfornamn","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigfornamn","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigfornamn","betalningsansvarigfornamn","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigfornamn",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigefternamn","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigefternamn","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigefternamn","betalningsansvarigefternamn","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigefternamn",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigadress","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigadress","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigadress","betalningsansvarigadress","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigadress",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigpostnummer","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigpostnummer","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigpostnummer","betalningsansvarigpostnummer","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigpostnummer",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigort","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigort","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigort","betalningsansvarigort","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigort",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigtelefon","uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigtelefon","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigtelefon","betalningsansvarigtelefon","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Betalningsinformation.betalningsansvarigtelefon",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo","","","",0,1,"","","","BackboneElement {[]} {[]}
","Produktionsinfo","Produktionsinfo","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.id","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.extension","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.modifierExtension","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosaktor","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosaktor","","","",0,1,"","","","string {[]} {[]}
","dosaktor","dosaktor","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosaktor",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosapotek","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosapotek","","","",1,1,"","","","string {[]} {[]}
","dosapotek","dosapotek","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosapotek",1,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosapotekid","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosapotekid","","","",1,1,"","","","string {[]} {[]}
","dosapotekid","dosapotekid","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosapotekid",1,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.stopptidbestallning","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.stopptidbestallning","","","",0,1,"","","","dateTime {[]} {[]}
","stopptidbestallning","stopptidbestallning","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.stopptidbestallning",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.stopptidordination","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.stopptidordination","","","",0,1,"","","","dateTime {[]} {[]}
","stopptidordination","stopptidordination","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.stopptidordination",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.forstadosdag","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.forstadosdag","","","",1,1,"","","","dateTime {[]} {[]}
","forstadosdag","forstadosdag","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.forstadosdag",1,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosvecka","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosvecka","","","",0,1,"","","","string {[]} {[]}
","dosvecka","dosvecka","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosvecka",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema","","","",1,1,"","","","BackboneElement {[]} {[]}
","doseringsschema","doseringsschema","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.id","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateravardtagareinformation-request","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.extension","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
