"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.intygsId","listcertificatesforcitizan.intygLista.intyg.intygsId","","","",1,1,"","","","Identifier {[]} {[]}
","Unikt ID för intyget","Unikt ID för intyget","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.intygsId",1,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.typAvIntyg","listcertificatesforcitizan.intygLista.intyg.typAvIntyg","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Typ av intyg","Typ av intyg","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.typAvIntyg",1,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.signeringsTidpunkt","listcertificatesforcitizan.intygLista.intyg.signeringsTidpunkt","","","",0,1,"","","","dateTime {[]} {[]}
","Tidpunkt då intyget signerades","Filterfält i request: fromDatum / tomDatum filtrerar på signeringsdatum.","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.signeringsTidpunkt",0,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.patient","listcertificatesforcitizan.intygLista.intyg.patient","","","",1,1,"","","","BackboneElement {[]} {[]}
","Patientuppgifter","Patientuppgifter","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.patient",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.patient.id","listcertificatesforcitizan.intygLista.intyg.patient.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.patient.extension","listcertificatesforcitizan.intygLista.intyg.patient.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.patient.modifierExtension","listcertificatesforcitizan.intygLista.intyg.patient.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.patient.personId","listcertificatesforcitizan.intygLista.intyg.patient.personId","","","",1,1,"","","","Identifier {[]} {[]}
","Person- eller samordningsnummer","Person- eller samordningsnummer","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.patient.personId",1,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv","listcertificatesforcitizan.intygLista.intyg.skapadAv","","","",1,1,"","","","BackboneElement {[]} {[]}
","HoS-personal","HoS-personal","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.skapadAv",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.id","listcertificatesforcitizan.intygLista.intyg.skapadAv.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.extension","listcertificatesforcitizan.intygLista.intyg.skapadAv.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.modifierExtension","listcertificatesforcitizan.intygLista.intyg.skapadAv.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.personalId","listcertificatesforcitizan.intygLista.intyg.skapadAv.personalId","","","",1,1,"","","","Identifier {[]} {[]}
","HSA-id","HSA-id","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.skapadAv.personalId",1,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet","","","",1,1,"","","","BackboneElement {[]} {[]}
","Enhet","Enhet","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.id","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.extension","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.modifierExtension","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.enhetsId","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.enhetsId","","","",1,1,"","","","Identifier {[]} {[]}
","HSA-id för enheten","HSA-id för enheten","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.enhetsId",1,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.vardgivare","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.vardgivare","","","",1,1,"","","","BackboneElement {[]} {[]}
","Vårdgivare","Vårdgivare","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.vardgivare",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.vardgivare.id","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.vardgivare.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.vardgivare.extension","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.vardgivare.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.vardgivare.modifierExtension","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.vardgivare.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.vardgivare.vardgivareId","listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.vardgivare.vardgivareId","","","",1,1,"","","","Identifier {[]} {[]}
","HSA-id för vårdgivaren","HSA-id för vårdgivaren","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.skapadAv.enhet.vardgivare.vardgivareId",1,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.mottagare","listcertificatesforcitizan.intygLista.intyg.mottagare","","","",0,*,"","","","BackboneElement {[]} {[]}
","Intygsmottagare","Intygsmottagare","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.mottagare",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.mottagare.id","listcertificatesforcitizan.intygLista.intyg.mottagare.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.mottagare.extension","listcertificatesforcitizan.intygLista.intyg.mottagare.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.mottagare.modifierExtension","listcertificatesforcitizan.intygLista.intyg.mottagare.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.mottagare.part","listcertificatesforcitizan.intygLista.intyg.mottagare.part","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Part","Part","","","","","","","","","",,"required","","https://fhir.inera.se/ig/clinicalprocess-healthcond-certificate/ValueSet/part-vs","",,,,"listcertificatesforcitizan.intygLista.intyg.mottagare.part",1,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.status","listcertificatesforcitizan.intygLista.intyg.status","","","",0,*,"","","","BackboneElement {[]} {[]}
","Intygsstatus (alla statusar inkl. invånarens)","Intygsstatus (alla statusar inkl. invånarens)","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.status",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.status.id","listcertificatesforcitizan.intygLista.intyg.status.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.status.extension","listcertificatesforcitizan.intygLista.intyg.status.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.status.modifierExtension","listcertificatesforcitizan.intygLista.intyg.status.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.status.part","listcertificatesforcitizan.intygLista.intyg.status.part","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Part som statusen gäller för","Part som statusen gäller för","","","","","","","","","",,"required","","https://fhir.inera.se/ig/clinicalprocess-healthcond-certificate/ValueSet/part-vs","",,,,"listcertificatesforcitizan.intygLista.intyg.status.part",1,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.status.statuskod","listcertificatesforcitizan.intygLista.intyg.status.statuskod","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Statuskod","Statuskod","","","","","","","","","",,"required","","https://fhir.inera.se/ig/clinicalprocess-healthcond-certificate/ValueSet/statuskod-vs","",,,,"listcertificatesforcitizan.intygLista.intyg.status.statuskod",1,1,"",""
"listcertificatesforcitizan","listcertificatesforcitizan.intygLista.intyg.status.tidpunkt","listcertificatesforcitizan.intygLista.intyg.status.tidpunkt","","","",1,1,"","","","dateTime {[]} {[]}
","Tidpunkt","Tidpunkt","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan.intygLista.intyg.status.tidpunkt",1,1,"",""
"listsickleavesforcare-request","listsickleavesforcare-request","listsickleavesforcare-request","","","",0,*,"","","","null {[]} {[]}
","ListSickLeavesForCare — Request","Logisk modell för requestparametrar i ListSickLeavesForCare.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"listsickleavesforcare-request","listsickleavesforcare-request.enhetsId","listsickleavesforcare-request.enhetsId","","","",1,1,"","","","Identifier {[]} {[]}
","HSA-id för enhet","HSA-id för enhet","","","","","","","","","",,,,,"",,,,"listsickleavesforcare-request.enhetsId",1,1,"",""
"listsickleavesforcare-request","listsickleavesforcare-request.maxDagarMellanIntyg","listsickleavesforcare-request.maxDagarMellanIntyg","","","",1,1,"","","","integer {[]} {[]}
","Max antal dagars uppehåll mellan intyg i ett sjukfall","Max antal dagars uppehåll mellan intyg i ett sjukfall","","","","","","","","","",,,,,"",,,,"listsickleavesforcare-request.maxDagarMellanIntyg",1,1,"",""
"listsickleavesforcare-request","listsickleavesforcare-request.minstaSjukskrivningslangd","listsickleavesforcare-request.minstaSjukskrivningslangd","","","",0,1,"","","","integer {[]} {[]}
","Minimal sjukskrivningslängd i dagar","Minimal sjukskrivningslängd i dagar","","","","","","","","","",,,,,"",,,,"listsickleavesforcare-request.minstaSjukskrivningslangd",0,1,"",""
"listsickleavesforcare-request","listsickleavesforcare-request.maxSjukskrivningslangd","listsickleavesforcare-request.maxSjukskrivningslangd","","","",0,1,"","","","integer {[]} {[]}
","Maximal sjukskrivningslängd i dagar","Maximal sjukskrivningslängd i dagar","","","","","","","","","",,,,,"",,,,"listsickleavesforcare-request.maxSjukskrivningslangd",0,1,"",""
"listsickleavesforcare-request","listsickleavesforcare-request.personalId","listsickleavesforcare-request.personalId","","","",0,*,"","","","Identifier {[]} {[]}
","HSA-id för HoS-person som signerat nuvarande intyg (filter)","HSA-id för HoS-person som signerat nuvarande intyg (filter)","","","","","","","","","",,,,,"",,,,"listsickleavesforcare-request.personalId",0,*,"",""
"listsickleavesforcare","listsickleavesforcare","listsickleavesforcare","","","",0,*,"","","","null {[]} {[]}
","ListSickLeavesForCare","Logisk modell för tjänstekontraktet ListSickLeavesForCare
(RIV-TA urn:riv:clinicalprocess:healthcond:certificate:ListSickLeavesForCare:1).
Representerar responsens lista med pågående sjukfall på en enhet.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"listsickleavesforcare","listsickleavesforcare.sjukfallLista","listsickleavesforcare.sjukfallLista","","","",1,1,"","","","BackboneElement {[]} {[]}
","Lista med sjukfall","Lista med sjukfall","","","","","","","","","",,,,,"",,,,"listsickleavesforcare.sjukfallLista",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.id","listsickleavesforcare.sjukfallLista.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.extension","listsickleavesforcare.sjukfallLista.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listsickleavesforcare","listsickleavesforcare.sjukfallLista.modifierExtension","listsickleavesforcare.sjukfallLista.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
